Position	Beta1
198	2.053172
642	3.851705
807	1.791148
2518	0.0
5530	1.270468
5919	2.887029
6324	1.74499
6455	3.061791
6907	0.09903
8371	0.0
9269	2.658492
9270	3.235952
9343	3.155262
9974	0.0
16027	0.076813
16516	0.749281
17064	0.921318
17065	0.285346
17067	-0.088402
17295	0.957516
17604	0.003299
21328	2.336555
21395	2.336555
21501	0.226995
22441	1.55381
22654	5.845358
22708	5.343834
23014	4.185104
23021	4.73742
25058	0.0
28522	2.838869
28614	3.242837
28697	3.181027
30039	0.0
30724	0.043817
30848	-0.081802
31724	0.088425
32222	0.75324
32881	0.459079
33076	0.770348
33428	1.328204
33894	1.133675
34029	0.759586
37324	0.0
38527	0.0
39675	0.0
41229	1.241342
41616	1.210953
42164	0.061474
42315	-0.169855
45091	2.27491
45214	2.27491
45586	-0.196713
46717	2.640924
46796	2.640924
47016	1.351229
47964	2.069538
48078	2.826012
48414	3.227321
48906	10.796136
48928	10.565812
48962	10.565812
48969	2.263664
48979	10.565812
48982	10.565812
48992	10.565812
49368	3.474444
52078	0.0
52939	1.649995
53091	4.845349
53401	5.939612
53479	5.110976
53480	5.110976
53711	3.134744
54695	3.377308
54767	3.392179
54769	3.392179
54916	1.344594
56726	6.189668
56820	4.184172
56862	7.059035
56867	6.162036
56868	3.974976
56872	6.931866
56879	6.189668
57105	3.346864
57122	7.059035
59477	2.476375
59521	2.476375
59564	3.357489
60027	1.971357
60260	2.687737
60602	2.570728
60890	1.175878
61102	3.84982
61217	3.463047
61234	3.739593
63480	2.003383
63880	3.232063
63881	1.177295
64011	1.579399
70174	0.967426
70503	0.890369
71230	0.077442
71545	1.448679
72429	0.055246
72553	-0.122592
73189	10.355785
73195	10.355785
73225	7.660586
73228	10.355785
73325	10.244089
73328	10.244089
73331	10.244089
73348	7.969106
74867	0.0
75384	2.422342
75400	1.870977
75607	0.576804
75658	3.67671
75804	2.511933
76965	0.0
77562	0.0
78805	0.0
81995	0.0
82618	0.0
83981	0.0
86026	0.0
87963	0.0
89302	0.063088
89507	0.213853
89798	2.035011
90047	1.482454
90104	1.555727
91098	2.730677
91113	4.276206
91254	4.437614
91255	4.437614
91256	3.435299
92855	0.0
95287	1.533769
95618	2.847713
95915	1.933762
96413	0.076281
97142	3.18092
97407	5.162532
97423	5.275633
97843	5.569059
98285	1.857057
99342	1.422511
99375	1.422511
99467	0.253487
100113	-0.051026
100467	2.267893
100623	2.118728
100625	2.12573
102700	3.674339
102853	5.464132
103012	10.880889
103334	8.992276
103369	7.206551
103437	7.221782
103438	7.221782
103968	5.091187
104057	6.928356
104156	6.829443
104191	5.714272
104486	5.091187
105390	10.239519
105466	19.162446
105489	19.162446
105491	19.162446
105492	19.162446
105495	19.162446
105496	19.162446
105547	20.998005
105549	20.998005
105575	20.998005
105587	20.998005
105947	20.191151
106011	9.177796
107409	1.058841
107457	0.957015
108244	0.0
112827	5.624359
113187	6.087231
113238	6.087231
113283	-0.446056
113311	5.967939
114019	8.675065
114022	8.675065
114031	8.675065
114039	6.090469
114157	10.468989
114262	13.953437
114564	9.921818
114678	8.205512
114694	8.205512
114777	6.51378
114806	4.35648
115512	2.586652
115514	2.586652
115989	6.223113
116003	6.223113
116061	5.325421
116090	0.67451
116177	5.222183
116199	3.537398
119001	6.673686
119136	6.687465
119182	6.33236
119200	6.171855
119242	6.297553
120203	8.702421
120204	8.702421
120254	8.702421
120335	-1.300518
120356	7.129734
120360	8.702421
120388	8.702421
120419	9.863827
120506	9.863827
120906	1.973093
122630	0.0
123449	1.587914
123856	1.583503
123858	-0.095899
125849	0.0
128075	9.965621
128177	7.62974
128248	9.919161
128252	9.919161
128277	9.965621
128287	9.965621
128293	9.965621
129221	4.365671
129271	3.728629
129444	4.983516
129456	4.983516
129457	4.983516
129965	0.22468
130157	-0.096931
131239	2.247171
131251	2.141359
131278	2.109723
131284	-0.248263
131299	2.247171
131655	2.935601
131676	1.819828
131958	0.848856
132016	-0.174012
133554	5.58618
133596	5.696581
133833	5.696581
133889	5.696581
133895	5.696581
133906	5.696581
133956	5.696581
133974	5.524176
134589	0.0
135563	0.975173
135622	1.222264
135680	4.846842
135778	5.981678
135921	6.272323
135972	5.981678
136065	6.36994
136110	7.409057
136649	-0.056854
136716	-0.155581
138238	2.844523
138269	2.844523
138470	2.767211
138473	3.546513
138531	4.591198
138560	3.954063
138561	3.954063
138726	6.22154
138900	4.384139
138906	2.499281
138943	3.905914
138978	2.77794
138979	4.012169
138992	4.012169
138994	5.028558
139119	3.384546
139212	1.74843
139235	2.765058
139244	2.474996
139295	1.018708
139371	2.765058
140346	-0.107216
140533	-0.173624
140714	-0.196619
141164	0.916628
141229	3.456955
141356	1.940661
141709	8.739906
141712	8.466373
141768	8.71112
141873	4.225611
141875	8.957569
141954	9.528111
142002	9.537102
142043	9.655824
142116	7.255503
142131	6.607557
142170	7.040066
142174	6.600726
142183	7.040066
142226	8.738661
142325	6.910311
142418	6.622867
142432	6.933181
142717	1.521934
142894	1.916289
143122	2.388227
143549	4.651654
143648	3.730874
143744	6.154425
143925	4.94311
143992	3.229709
144167	4.942725
144211	6.128275
144214	8.126871
144487	1.344546
144640	4.442721
144648	0.987127
144670	4.726251
144751	3.281021
144849	3.790948
145230	0.003594
145488	6.502631
145535	6.574483
145777	1.844666
145808	6.18266
145839	6.114603
145853	6.250703
145970	6.250703
146049	8.834802
146224	4.598179
146299	9.094024
146300	4.387088
146320	4.060822
146531	3.44255
146542	3.44255
146549	1.039001
146570	2.766271
146609	3.44255
146733	4.768255
146942	1.390278
146998	9.540176
147096	7.604861
147111	7.494504
147147	6.422831
147274	7.361734
147284	7.361734
147383	8.332685
147440	8.332685
147449	7.924583
147484	10.223091
147833	8.09015
147979	4.118202
148125	2.391589
148126	2.391589
148127	2.391589
148281	3.550961
148719	3.594472
148748	3.594472
148838	3.014786
148937	1.615354
149803	0.0
