Position	Beta1
29814	1.478793
29921	1.448679
30446	3.414595
30449	3.414595
30857	9.408177
30983	9.122725
31006	8.533972
31007	9.166883
31142	3.680369
31163	9.04609
31265	2.136983
31283	8.15041
31328	8.502444
36446	0.391544
36813	3.068653
37021	2.14209
37023	4.569047
37130	4.569047
37205	2.124242
37267	4.569047
37346	6.844903
37812	3.670684
37824	3.5857
37825	3.544164
37837	4.649532
38135	4.44374
38208	4.952539
38214	4.737494
38424	1.719418
38475	2.104915
38622	2.186168
38847	1.920168
39543	4.992193
39705	7.16568
39720	10.199099
39744	10.199099
40058	11.552145
40103	11.059488
40188	17.895542
40379	13.273004
40427	16.991144
40429	2.135053
40630	16.255745
40644	18.216708
40652	17.573798
40680	1.567357
40915	22.645061
40920	22.645061
40966	5.99783
41086	23.46115
41143	23.845389
41188	22.883154
41355	3.239054
41361	19.965363
41378	22.895235
41388	19.965363
41413	2.718652
41414	22.058511
41488	18.271896
41493	2.01168
41505	18.647653
41626	16.941794
41670	11.21606
41677	14.433488
41727	2.84715
56684	1.196469
57104	1.155773
64192	0.0
67715	0.180245
67795	0.894579
68321	5.073486
68324	1.960956
68362	5.073486
68538	9.391642
68887	0.522377
68982	18.699048
68984	17.486348
69069	9.037236
69099	16.518281
69190	16.518281
69224	0.514638
69322	16.518281
69357	16.339839
69380	16.518281
69432	17.822189
69598	0.747505
69921	3.924347
70006	0.880901
70252	3.006035
70255	2.92339
70325	3.1615
70835	5.097914
70873	2.214083
70889	4.757085
71058	4.329303
71126	5.626409
71399	2.115842
71470	2.715668
71946	1.972157
71984	-0.053416
72353	6.352025
72673	6.440943
72690	6.521091
72698	5.509736
72737	6.509371
73116	4.739449
73225	6.033565
73473	2.39205
73619	7.134065
73651	7.46728
73738	5.430702
74005	6.361005
74056	6.361005
74248	8.01626
74312	2.685291
74316	8.165656
74684	4.051785
75353	0.0
77234	4.171061
77242	4.171061
77264	3.64753
77323	4.394412
77371	4.192184
77648	1.579939
77681	1.579939
77907	0.981074
78295	2.330326
78565	-0.080662
78590	1.235922
79128	0.0
80022	0.475814
80416	2.156241
80450	4.101389
80723	3.456748
80786	7.884669
80789	5.410598
80817	4.449261
80912	5.435085
80961	2.45603
81004	5.574534
81012	5.232569
81193	5.535286
81311	9.203838
81386	8.219663
81413	7.235488
81422	7.235488
81563	7.170895
81602	7.342386
81720	-1.033813
81750	6.600458
81766	7.387064
82020	3.408411
82043	1.955674
82361	1.375063
82370	1.375063
82487	-0.388369
82967	-0.085851
83442	-0.149879
84000	0.0
85324	0.0
86700	0.0
88462	0.0
90087	0.0
91510	6.434087
91535	5.644778
91556	4.022961
91558	6.03051
91695	6.434087
94430	0.0
96232	3.897027
96505	3.981605
96589	3.981605
97588	1.960963
97774	1.96166
98331	3.391713
98517	4.078391
98520	4.078391
99285	-0.144033
99300	-0.10127
99834	4.664208
99835	4.801276
99874	10.547377
99936	12.937389
99938	10.921499
99956	9.645661
100005	10.83368
100010	10.566343
100012	9.645661
100307	10.872055
100349	12.147382
100543	2.060799
104344	1.126673
104435	1.120216
105487	1.990771
105863	6.059816
106159	5.952704
106325	6.148866
106485	4.034962
108185	0.007101
108186	0.099
109917	1.73684
110046	1.807259
110563	1.537865
111008	4.480251
111374	3.026365
111379	2.800708
