Position	Beta1
363	0.615678
730	0.365444
1645	1.880249
1646	1.880249
3102	0.0
6449	1.897466
6768	1.896336
9250	0.0
14012	0.0
15293	0.329959
15725	0.575757
17624	0.0
20176	0.307459
20532	0.094882
22135	0.0
22889	-0.15758
23235	-0.134336
31223	2.052243
31277	2.093873
33651	-0.06283
33655	-0.048484
38554	0.0
40705	-0.110627
41146	2.957773
41178	2.433951
41384	3.179398
41427	3.816692
41519	-0.305472
41860	1.846659
42433	3.811009
42444	3.913885
42488	3.913885
44066	-0.112764
44194	0.513084
44567	0.573505
44568	-0.259061
45630	0.0
47374	0.444915
47513	0.163903
47577	0.37796
48987	1.513456
49080	1.665681
49107	2.570278
49493	1.513456
50371	0.0
51229	3.604408
51602	8.079838
51716	6.963895
51814	0.669203
51822	6.256182
51868	6.256182
52425	-0.169984
52909	-0.061255
54811	0.0
55362	2.52969
55425	3.102236
55678	3.186346
56634	9.553587
56715	10.883708
56809	10.883708
56810	10.883708
56816	10.883708
56909	10.883708
57063	10.46483
57809	2.142933
57817	2.142933
61097	0.0
63644	1.349886
63759	2.395899
63915	2.260871
64149	0.647572
67013	0.0
67519	0.943282
67663	1.675653
67827	-0.154499
67913	1.625565
68531	2.790631
68533	2.119063
68545	2.98594
68880	6.466656
68886	3.844955
68989	10.030687
69039	8.079917
69176	11.649827
69260	13.203808
69311	13.203808
69546	8.549983
69654	8.695113
69718	6.043248
71326	0.0
72956	0.0
73467	0.0
75223	2.728674
75231	0.160079
75481	2.736491
76964	8.822405
77034	10.658316
77039	2.189423
77100	13.210979
77227	4.43091
77256	6.235542
77429	15.68627
77442	15.088035
77458	10.825454
77460	14.065733
77500	13.869506
77515	17.878448
77535	12.066981
77556	18.361232
77703	18.482492
77705	10.79175
77748	18.327238
77757	17.740809
77765	18.274531
77882	14.594654
77889	18.915927
77971	12.903678
78036	8.460915
78157	6.764678
78170	6.795236
78265	7.105345
78272	6.532448
78464	6.896339
78519	3.973654
78718	1.320177
78728	2.59857
78803	1.175594
79902	3.365164
80061	3.311771
80081	1.396487
80291	2.75133
81186	3.500663
81333	5.933021
81675	5.984633
81765	8.311301
82179	4.091446
82197	3.856865
83754	2.292755
83769	2.292755
85260	6.949437
85277	6.780352
85416	7.458872
85473	7.304244
85561	6.25957
85667	7.197382
85680	7.794578
85769	2.455369
85897	6.161289
86152	5.813679
86163	11.428453
86365	3.466649
86413	4.228064
86423	5.817147
86425	8.468052
86426	8.423431
86430	8.201243
86431	0.986789
86433	8.201243
86591	4.228064
86622	4.228064
87184	1.359069
87614	3.428914
87777	1.933492
87791	-0.255652
88658	0.0
89630	1.874731
89754	1.880228
91172	0.0
95749	1.832765
96232	3.464759
96521	1.439612
97435	1.807422
97473	0.080699
97902	1.792126
99785	1.251442
99956	1.504711
100099	3.076602
100370	2.564072
100377	1.075673
100501	1.93938
102086	1.236299
102292	1.110477
103059	1.025587
103216	1.131135
103963	1.863105
104045	1.939815
104192	2.257569
105323	1.439612
105788	1.559254
107322	2.292755
107510	2.292755
108399	0.155032
108400	-0.164529
109257	0.0
111997	0.0
113076	0.0
114701	0.0
116183	0.0
117199	1.818624
117223	5.272804
117226	5.272804
117247	5.272804
117286	5.214221
117328	2.567947
117329	2.567947
118908	0.080677
119003	2.983933
119191	3.153525
119470	3.053688
120661	0.0
121249	0.0
129157	5.721512
129158	5.721512
129419	5.721512
129441	5.721512
130139	0.0
130921	0.0
131456	2.063055
131494	0.137718
131514	5.791766
131883	6.40119
131889	6.40119
131977	7.273229
132430	3.480846
132773	-0.196142
132825	1.690601
133591	7.367402
133607	0.877025
133794	0.56417
133809	7.367402
133835	7.367402
133902	7.367402
133922	7.199569
135493	0.0
136717	0.13767
136778	-0.166703
138165	8.664616
138195	8.664616
138240	9.930018
138250	9.930018
138254	9.930018
138300	9.930018
138467	9.75214
138627	11.262949
138951	10.663444
138989	9.632498
139040	9.106944
139226	7.703864
139251	7.533493
139393	0.849764
139732	1.08739
140216	-0.141065
140411	-0.018187
141153	0.0
141693	1.537865
141710	1.533449
142453	0.57242
142940	0.354271
143509	1.897081
143629	2.050748
143632	2.050748
143883	1.443635
144140	1.755649
144373	1.362488
144410	2.020519
144796	0.960381
144806	0.909288
144832	2.134373
145567	0.0
146182	1.673797
146280	2.186191
146734	1.595021
152685	0.0
154679	-0.085734
154887	-0.097533
156456	0.0
158164	1.207001
158305	-0.163611
158596	2.559277
158716	2.293837
159122	0.254106
159210	0.986891
160515	0.0
162028	0.0
163306	3.89255
163333	2.708996
163492	4.363642
163681	7.396626
163766	5.859041
163815	5.715972
164158	4.918829
165625	0.904145
165913	0.778258
168836	0.0
169883	0.188551
170122	3.002651
170319	3.017978
170599	0.277163
171352	0.7633
171538	2.39146
171573	3.323623
171626	3.880851
171899	3.514542
172053	2.611822
172182	2.663927
173453	3.301043
173827	11.188264
173852	14.407432
173991	15.666002
174024	15.934819
174052	15.934819
174087	3.030234
174088	15.978767
174262	19.430688
174329	17.743973
174332	16.300681
174418	18.986381
174458	18.986381
174605	13.337338
174751	13.58845
174816	16.701961
174849	12.993539
175085	10.136337
175126	10.965437
175269	11.11572
175613	10.959661
175747	7.060545
175775	7.293477
175877	7.293477
175878	7.293477
176382	3.283551
176389	3.283551
176720	9.446983
176955	6.570119
177009	6.570119
177117	6.079853
177121	6.079853
177232	0.045043
178456	1.928432
178830	3.223418
179209	2.513426
