Position	Beta1
473	2.254584
592	2.254584
634	-0.259418
5819	0.0
8607	1.300511
8805	1.142933
9368	0.0
14884	1.695856
14897	1.785636
16262	1.727386
16321	1.629788
16864	0.0
20461	0.0
21505	0.0
26138	0.0
28941	0.0
30451	0.0
31007	0.0
33284	0.0
40952	0.0
42316	4.001275
42396	5.34858
42430	0.110743
42734	11.964094
42842	3.28803
42892	9.870339
42908	7.780712
42966	5.085097
42979	2.252087
43004	7.915477
43041	6.787552
43047	2.511426
43049	1.983926
43683	-0.120029
44031	-0.017117
44096	0.821301
44218	0.670086
46832	1.671461
46949	0.190281
46961	1.603564
47528	0.0
48903	0.085477
49081	8.8461
49408	7.209682
49464	7.209682
49488	7.209682
49492	7.116482
49564	6.481118
51033	0.622874
51038	0.622874
51108	1.9027
51243	1.890163
54653	0.0
57155	-0.006128
57400	-0.324246
57863	2.144833
57875	2.119307
60381	0.0
61092	0.0
61667	0.0
63825	1.542761
63918	1.591449
65970	0.0
67047	0.0
68175	0.0
68858	4.16224
68877	4.16224
68890	4.16224
69455	4.069447
69478	4.434836
69936	5.524036
69939	5.524036
69940	5.524036
70121	1.590913
71200	1.905504
71333	1.832765
72089	0.0
73485	-0.044109
73621	-0.021846
74454	1.421224
74480	1.375052
75148	1.891058
75236	1.846194
75891	3.926203
75948	3.907699
75949	3.547362
77168	4.168153
77255	6.748179
77318	7.555284
77355	1.295905
77498	8.424339
77526	8.424339
77531	8.424339
77532	8.424339
77590	1.090979
77860	1.460143
77967	2.490432
78456	1.160674
78520	3.080045
78701	3.290705
78737	2.934108
78909	1.25821
79566	0.427486
79994	0.73619
80521	3.382571
80692	2.855007
80945	4.46842
80947	1.926917
81025	3.676341
81028	3.676341
81032	3.482018
81336	3.163632
81670	1.744383
81726	2.343676
81750	2.963158
81753	1.529904
81760	2.961747
81764	2.963158
81772	1.20688
82362	0.0
82871	0.0
84285	2.477164
84351	1.69767
84501	2.529298
84943	1.09027
85180	0.390112
85290	1.916644
86921	1.846194
86926	1.891058
89402	0.773196
89668	0.118466
90023	0.030921
91533	0.580191
91641	0.580191
91660	0.580191
92311	0.0
93760	0.0
95514	1.283477
95515	0.879898
95569	1.283477
95631	0.824982
96378	-0.204641
96458	1.853485
96618	1.866814
97411	1.278042
97902	0.776343
97920	2.571202
98138	2.571202
98182	2.571202
99145	1.238193
99418	1.238193
100079	0.753131
100521	0.799962
101620	0.669517
101898	0.738814
102030	1.793743
102086	1.465952
102113	3.018855
102119	3.018855
102600	0.349425
104123	1.194809
104264	1.5119
104414	0.787384
105491	2.029928
105606	1.97699
108711	0.0
109363	1.389247
109515	0.218568
114594	0.0
116000	1.687585
116001	1.687585
116107	0.137401
116833	4.047295
116856	5.166766
117223	5.670021
117317	5.750835
117329	5.750835
117974	0.0
119200	5.994564
119553	5.847676
119604	5.994564
119618	6.035602
120167	1.76347
120355	1.845006
121635	0.0
122493	0.266949
122724	0.1278
123141	-0.038435
124375	0.568306
124868	0.768539
126289	0.0
126846	0.0
127548	0.0
128531	1.521341
128879	1.599512
130106	1.425608
130157	0.634798
130510	0.206253
130548	1.467907
131818	0.0
132545	1.797028
132629	1.753001
133948	0.012235
133958	-0.124664
135937	0.168331
136164	0.216693
138858	3.137255
138918	3.104458
139089	3.309262
140215	0.0
140805	0.0
141743	0.0
144414	1.967142
144509	1.903886
145615	0.0
146501	0.0
149318	0.0
156657	1.492278
156808	1.481069
158171	3.633778
158271	2.125087
158624	3.901779
158629	-0.035438
158944	1.29268
158961	1.783945
159399	0.577314
161576	-0.144633
161852	-0.141739
162198	-0.136025
162914	0.0
163866	0.0
166821	0.0
167940	1.101732
168147	0.962317
168285	2.000111
168446	0.06027
169240	0.0
170121	0.1673
170552	0.016942
170856	0.677523
171350	1.067628
171420	-0.159077
172585	-0.110425
172714	-0.085355
173983	-0.152087
174076	-0.066331
175753	0.0
179319	0.0
180303	0.047058
180313	0.249321
183118	0.25251
183544	3.577043
183774	5.510875
183812	5.510875
183990	7.226429
183993	6.959795
184417	7.972173
184546	4.923714
184594	4.923714
184621	5.560017
184641	5.560017
184947	3.879196
186064	0.0
187055	0.0
188510	0.0
189918	0.210693
190132	0.049787
190782	0.886908
190896	1.308754
191112	3.536874
191197	3.536874
191392	4.45654
191841	1.539349
192354	6.354667
192394	16.764843
192446	11.588828
192448	11.588828
192554	16.764843
192569	16.764843
192598	10.912242
192613	16.764843
192614	16.764843
192667	16.764843
192668	16.764843
192695	16.764843
192705	7.67367
192707	16.764843
192749	16.824608
193231	0.135867
193448	-0.040677
194344	0.0
195579	0.595308
195749	0.599925
196305	1.790818
196763	2.268142
196787	4.075858
196872	3.11256
196958	3.454218
198817	3.241611
199028	5.554053
199047	5.554053
199398	4.004458
200223	0.065063
200272	0.511215
202024	0.300478
202434	1.077067
202789	0.300478
204537	3.787677
204650	3.496245
204669	3.591269
204689	2.307755
204723	4.67354
204741	5.223155
204757	5.976195
205060	4.419323
205227	2.237686
206116	0.914575
206219	-0.086471
206386	0.813125
207891	0.0
208922	-0.026799
208928	2.402435
209265	3.985323
209267	2.536636
209270	3.985323
209276	3.985323
209286	3.985323
209300	3.985323
209710	0.299548
210914	0.019621
210970	-0.032783
212090	8.797052
212100	8.797052
212183	7.238177
212335	8.660895
212481	11.918714
212483	12.320757
212958	14.495672
212960	14.495672
212998	9.773455
213200	14.884549
213217	14.884549
213277	14.884549
213364	14.884549
213644	13.206966
213689	13.206966
213982	5.492931
214033	5.609026
214205	0.200815
215298	0.0
217137	0.0
221042	2.140269
221255	2.042363
221392	4.254274
221400	3.421969
221412	3.244689
221418	4.254274
221490	4.103883
221685	5.497662
221873	5.382048
221938	4.057596
221942	4.057596
222000	1.341345
222357	4.012863
223327	1.845877
223512	1.845877
224422	3.012562
224637	3.28504
224788	3.333363
225623	1.747152
225714	1.762859
227897	0.0
228582	2.749204
228583	2.749204
228753	2.080673
230743	0.066912
230919	1.503989
231283	0.490492
231580	-0.057038
233013	0.0
234038	0.0
235192	0.0
237190	1.452503
237434	1.406657
238993	5.796549
239044	5.824442
239121	5.459797
239463	5.459797
240114	1.133706
240319	1.102788
240953	0.0
241516	-0.050037
241590	-0.167966
242353	0.0
243983	0.0
245447	0.0
248027	0.0
248864	1.729581
249002	1.764778
250189	0.0
251549	1.709766
251659	2.409105
251856	1.584619
254206	0.0
254806	0.0
255349	5.143073
255404	4.145558
255412	3.149073
255693	4.036304
255836	3.610878
255837	3.610878
257549	0.0
258882	0.0
259714	5.67274
259970	6.564391
259990	6.564391
260008	5.968413
260058	6.564391
261234	-0.028867
261485	6.853618
261551	6.853618
261709	8.066437
261795	8.936298
261804	8.936298
261807	8.936298
261808	8.936298
261966	-0.652443
262146	0.869566
262163	7.043893
262197	7.081515
262248	6.063928
262833	0.157133
263214	6.754876
263249	4.284903
263579	6.866758
263653	4.93386
263659	6.866758
263661	6.866758
264211	0.0
265178	4.92642
265270	5.226378
265281	5.226378
265290	5.226378
266077	0.358786
266469	10.381696
266488	10.381696
266543	10.381696
266788	13.307892
266806	13.307892
266925	15.503161
266937	15.503161
267194	0.035444
267270	12.831905
267317	8.966845
267753	8.517764
267754	8.517764
267832	6.265489
267836	6.265489
267990	8.022801
268402	2.806139
268453	2.806139
269966	3.792678
269967	3.792678
269968	3.741357
270119	0.799563
270295	5.372548
270482	1.831745
270611	1.27194
270821	2.07424
271458	0.0
272074	0.0
272788	1.254749
273022	1.1517
274921	0.0
278566	0.904746
278570	6.615783
278593	4.907744
278597	6.615783
278932	6.615783
278938	6.615783
280088	0.0
281541	3.703257
281551	3.703257
281666	3.703257
282501	0.0
283493	1.235238
283535	1.296831
284942	3.703257
284943	3.703257
285438	3.703257
287327	0.0
288600	0.489132
289091	-0.136049
289201	1.747653
289262	2.957204
289733	1.242284
290243	0.0
291082	0.338496
291385	1.500358
291463	0.347905
291532	1.448871
293248	4.257591
293335	2.834902
293345	3.104586
293370	2.834902
293387	4.462867
293485	4.462867
294418	0.0
295620	0.0
297367	0.0
298441	0.0
299063	4.610254
299065	-0.082405
299066	3.56389
299146	4.184011
299218	4.549789
301700	6.773013
302042	7.469269
302117	9.461368
302120	9.461368
302197	9.461368
302221	2.175436
302240	2.215466
302527	9.070438
302599	4.493232
302730	3.431068
302827	2.628873
302907	1.479944
303371	5.567093
303574	10.757105
303580	10.757105
303732	11.78869
303977	12.116947
303981	4.358476
304023	11.693977
304053	11.693977
304151	9.079739
304358	6.334466
305784	0.0
306860	1.81476
307169	3.670881
307404	1.869145
308754	0.0
311190	1.243646
311269	1.336477
315075	11.569265
315299	12.125147
315336	12.125147
315338	12.125147
315346	12.125147
315349	4.250925
315450	12.125147
315567	12.125147
318905	0.0
319526	1.259671
319658	1.259671
320508	0.0
321775	-0.122107
322118	0.146987
322212	0.377701
322783	7.204633
323128	4.264538
323207	9.09186
323208	9.09186
323216	9.09186
323218	9.09186
323270	4.758231
323315	8.832302
323720	1.823348
325171	1.62428
325643	5.183718
325666	3.325488
325711	5.645077
325714	5.748362
325717	2.154111
325724	5.748362
325954	7.985498
326186	3.052085
326344	4.361396
326348	4.361396
326581	3.382319
326617	1.563474
326897	3.119754
327211	1.401572
327437	2.701779
327502	2.701779
327504	2.701779
328777	0.658659
329038	0.399247
329855	0.0
334179	1.827803
334184	1.81535
334185	3.332185
334186	2.206473
337186	2.187733
337282	1.155741
337596	2.252967
337653	3.789684
338228	-0.154201
338229	-0.170366
340034	-0.002433
340178	0.131254
342967	1.019877
343337	2.173887
343494	0.961613
343899	0.030773
344341	1.514899
344728	1.628909
345239	4.167927
345373	0.737798
345449	4.167927
345450	4.167927
345706	0.825581
347551	1.462353
347621	1.45834
348180	2.093755
348499	2.118903
350220	2.110075
350337	2.166719
350338	2.166719
353565	0.0
354120	0.0
354684	1.374331
354810	1.302028
356103	0.0
356685	0.571611
356714	0.388097
357453	2.635958
357616	0.326496
357803	2.620474
359178	0.0
363175	5.858777
363267	4.799627
363319	5.020038
363499	7.379244
363525	7.39237
363886	3.322017
364786	0.599772
365016	0.544775
366560	1.48871
367039	1.527159
369316	5.915686
369348	5.915686
369591	6.837646
369613	7.085269
369663	4.037785
370049	12.215835
370318	15.071825
370330	15.071825
370512	15.071825
370539	15.071825
370541	10.350759
370617	13.094179
370766	13.094179
370787	13.876084
371269	7.228522
371446	11.299287
371486	10.916457
371492	11.299287
371502	11.299287
371527	11.299287
371530	11.299287
371891	5.805178
372085	6.037065
372380	7.864203
372407	7.623511
372511	7.623511
372836	4.704269
373254	2.291452
373380	0.987248
373969	2.158986
374381	6.422971
374666	4.312295
374851	4.312295
376166	0.0
377304	1.157507
377510	2.428162
377828	5.184165
378028	9.149854
378030	9.149854
378042	9.149854
378366	9.164779
378423	9.164779
378444	9.164779
378492	9.164779
378707	5.228488
381449	0.0
383026	0.0
383815	0.0
387678	10.135805
387700	10.135805
387738	9.311841
387977	12.68562
387981	12.68562
388005	12.68562
388165	13.624136
388268	8.449794
388285	8.530164
389797	0.0
390772	1.581832
390879	1.5469
392944	0.0
394184	-0.08059
394565	-0.156438
394586	-0.009972
395600	1.45834
395922	1.462353
396470	3.793068
396551	3.793068
396590	3.651919
398025	0.0
398899	0.0
399404	0.0
400512	1.5414
400578	1.072645
400892	3.239776
400957	0.954914
401167	1.69338
401664	1.59283
401780	2.478665
401951	2.892408
402449	4.181793
402913	6.47502
402942	6.542338
402956	4.66209
403368	3.535627
403586	0.705119
404488	1.892921
404527	1.892921
405150	0.407711
405265	1.186156
405733	4.193552
405737	4.193552
405756	4.193552
407738	5.6122
407813	5.6122
407822	5.509083
408233	5.6122
409403	1.892921
409406	1.892921
410830	3.906643
411192	3.764437
411208	3.939194
411878	6.812672
411975	2.455073
412035	7.093472
412083	6.545541
412156	7.059256
412213	6.07218
412277	5.183795
412284	6.07218
414447	0.104052
414675	1.812177
414764	1.812177
416367	0.0
416920	10.671037
416921	10.671037
416932	10.671037
417058	10.797296
417067	10.573227
417148	10.797296
417223	12.356096
417707	3.228514
417838	1.499232
418354	0.0
418998	3.672722
419347	10.460567
419348	10.460567
419625	10.460567
419734	11.697106
419741	10.429249
419823	11.702195
420060	11.78997
420213	10.800278
420444	7.039508
420467	7.039508
420600	0.406417
420670	5.159259
421377	0.0
422423	1.892921
422815	6.745023
423103	0.52002
423147	9.959721
423168	12.237069
423172	12.237069
423550	25.857373
423558	25.857373
423587	25.857373
423640	27.702948
423704	26.550909
423801	28.064713
423811	28.064713
423815	28.064713
423828	22.531442
423847	20.844218
423849	23.088811
423929	31.652236
423961	33.45832
424117	32.730512
424153	31.839259
424187	31.451478
424276	27.412249
424377	21.748156
424422	22.599915
424446	21.35117
424478	18.3696
424551	12.452797
424560	29.56965
424584	29.424169
424650	5.983913
424689	26.86077
424898	28.794126
425000	23.831318
425006	23.831318
425009	23.831318
425022	13.216278
425032	23.831318
425038	20.599446
425169	17.225776
425270	19.262217
425295	19.440008
425714	4.244283
430073	0.0
430920	0.0
433919	0.0
434507	0.0
437503	0.0
440363	3.555624
440462	3.6985
440472	3.631665
444213	0.0
444851	0.0
445398	0.0
445982	0.0
446618	0.0
447383	1.919162
447809	5.651341
448003	3.589864
448152	5.669901
448612	8.058327
448900	6.039959
449015	5.910037
449023	5.910037
449854	1.96166
450318	7.553591
450498	5.818646
450505	5.818646
450735	5.33321
450845	3.73307
451046	-0.241949
452347	0.0
453087	13.646506
453134	13.649202
453175	13.646506
453198	13.649202
453238	9.906896
453325	15.475161
453465	15.506868
453493	15.506868
453780	5.521657
454621	0.0
455477	2.251759
455863	2.251759
457842	1.452503
458044	1.406657
458912	1.24781
458913	1.24781
460109	4.023034
460323	4.096624
460333	4.096624
461058	5.546067
461107	5.451962
461167	5.379195
461260	4.325715
461931	1.566128
462408	1.589885
463277	0.0
463950	1.860601
464192	3.987444
464684	4.291436
464716	2.750416
464769	2.715979
465718	6.524935
465908	6.267983
465914	6.48978
466115	3.318939
466166	11.596243
466432	9.024543
466478	9.024543
466562	9.080416
466625	8.181974
466697	6.923622
467275	11.102407
467312	11.102407
467477	11.102407
467497	12.959822
467578	7.880527
467654	15.690293
467669	15.690293
467980	13.036386
468033	11.660705
468058	11.660705
468094	3.968786
468197	7.483773
468317	7.340197
469046	1.926389
469124	1.926389
469136	-0.092807
469825	0.0
470366	1.153133
470765	1.195422
473243	1.804533
473605	5.386663
473754	3.519378
473757	2.25259
474871	-0.026763
475018	0.024915
476902	0.0
477590	1.923015
477627	1.923015
478607	10.280882
478710	10.280882
478719	10.280882
478731	10.280882
478798	10.125398
478859	10.250356
479663	3.818315
479665	3.818315
479737	3.818315
480163	-0.087949
482030	0.0
482806	0.0
484826	7.614913
484927	9.790318
484930	9.846955
484989	9.846955
485134	13.852647
485366	15.837821
485510	15.879704
485560	17.88255
485640	15.879704
485660	-0.57539
485722	21.888242
485908	21.846359
485970	21.846359
485975	21.846359
486035	19.843513
486206	15.980886
486214	15.980886
486220	15.980886
486290	13.731623
488193	0.0
489251	0.291244
489643	0.142061
489801	0.265488
490307	1.727386
490771	1.526131
491134	-0.053615
491757	3.922008
491856	3.922008
491900	3.846808
492743	2.085505
492879	3.153452
493208	3.153452
495530	4.400312
495583	5.802836
495791	5.732949
495811	0.592568
495829	1.054842
495913	5.600802
501424	0.0
502188	0.015571
502295	2.111014
503278	0.0
506548	0.0
507871	0.0
508440	0.194395
508695	0.546221
513273	3.862437
513431	3.79803
513663	3.638929
515232	0.0
515800	1.348944
516219	1.399515
518585	0.569743
518948	2.837657
519006	2.837657
520477	3.795942
520482	3.853566
520501	3.853566
521874	1.959576
521949	1.959576
522556	1.959576
522690	3.919151
523170	5.878727
523364	3.919151
523586	11.757453
523952	7.838302
523956	7.838302
523974	7.838302
524065	9.797878
524488	2.23508
524678	0.066838
525089	0.21691
525685	-0.145436
525883	2.212367
525916	2.177551
526505	-0.40257
526546	12.804767
526557	12.804767
526561	12.095154
526562	12.804767
526563	12.804767
526678	13.709359
526969	16.456842
526982	16.456842
527176	7.38051
527386	5.878727
528090	0.0
528830	0.0
529691	0.195387
529702	-0.059066
531497	0.0
538603	0.362403
538908	3.627992
538925	3.627992
539042	0.53829
539373	4.506648
539392	4.506648
539407	4.506648
542193	6.726277
542284	6.645702
542301	6.902108
542636	7.039176
542646	7.039176
543279	1.507213
543721	3.371196
544171	1.727655
544479	0.016911
545320	0.0
550201	5.196434
550202	4.987865
550250	5.27066
550648	12.833051
550989	7.628683
551019	7.628683
551071	7.628683
551114	9.469623
551610	1.849443
555250	0.0
556123	0.0
558833	3.368828
558899	3.561895
559322	3.500902
560098	0.0
561760	0.0
562494	3.793068
562708	3.651919
562794	3.793068
564343	0.0
564907	8.212689
564908	8.212689
564934	8.212689
565085	10.265862
565277	14.372206
565450	10.265862
565589	8.212689
565607	8.212689
565909	8.212689
566369	2.053172
568230	0.0
569031	5.226287
569051	7.185862
569337	11.105013
569530	7.972856
569538	9.145438
569631	7.185862
569700	7.185862
573525	0.0
574317	0.125235
574722	0.757417
575114	0.094822
575898	4.958754
575958	5.337347
575972	5.337347
575991	5.337347
576258	1.619541
576494	0.46053
576758	2.105441
577088	3.556096
577128	3.556096
577227	3.556096
577270	2.53399
577402	2.488949
578375	0.335676
578590	0.447489
578696	1.691248
579008	1.753997
579139	1.839628
580272	0.770028
580388	1.049847
580633	1.709738
581003	1.328384
581171	0.668492
581224	1.925744
581289	1.91742
581400	1.199859
582084	1.653357
582201	1.228866
582584	6.28692
582906	5.24285
582915	3.503331
583006	6.500063
583016	6.500063
583317	3.786532
583552	0.60846
584406	1.937412
584798	1.938301
590819	0.0
592335	0.542309
592353	0.270033
593158	0.0
594003	0.0
595546	0.0
596056	3.208598
596187	4.738735
596292	3.302243
596536	4.760442
596674	3.734166
598469	0.0
602485	0.252812
602809	-0.167874
603461	0.0
604020	1.813089
604362	1.397646
604368	2.062711
604940	2.938315
605054	10.349629
605254	0.857297
605330	22.972922
605453	26.825669
605471	25.432993
605497	26.825669
605544	27.080119
605563	25.297005
605581	25.297005
605609	27.080119
605650	28.931747
605762	6.132426
605781	38.336764
605826	42.040021
605830	42.184691
605833	2.277822
605834	40.401578
605847	40.401578
605903	42.184691
606093	38.104654
606123	38.477026
606155	38.40851
606171	38.40851
606212	40.079528
606239	40.079528
606281	40.056925
606293	38.205296
606310	38.205296
606330	19.964106
606351	30.881239
606497	29.082017
606515	29.082017
606516	29.082017
606582	29.082017
606607	27.236794
606628	25.437573
606699	19.300615
607298	0.499962
607648	0.09403
608784	0.0
610401	0.0
611022	0.0
613401	0.0
614245	0.0
615679	0.0
617440	1.473335
617469	0.49296
617864	1.404774
623440	0.0
624117	0.0
624750	0.0
626632	2.756593
626647	2.785888
626650	2.756593
626673	0.646712
626781	3.148485
627046	4.930275
627125	5.055921
627216	3.876598
627276	3.876598
627329	8.523726
627446	8.523726
627507	8.247045
627524	8.523726
627525	8.523726
627624	8.691142
628917	1.619095
629297	2.733011
629752	4.895364
629989	5.240823
630175	6.616425
630233	1.881191
630357	5.16351
630509	3.533217
632600	1.183157
632782	1.13596
633287	-0.016205
633421	-0.015891
634049	-0.11414
634156	0.133871
634938	0.0
635772	0.0
637181	0.0
637900	5.549488
637902	5.549488
637974	6.364273
638109	5.345876
638139	5.690934
638192	3.586191
638196	5.240987
638306	7.499228
638722	2.053552
638725	2.506011
639310	6.427464
639321	5.795437
639623	6.44864
639625	6.44864
639686	5.751866
639687	5.751866
639934	0.87706
640119	0.730362
640471	1.689128
640616	1.651114
642026	1.103673
642329	1.152685
642487	1.655102
642605	0.32915
644527	0.0
645744	0.90022
646118	0.90022
647370	1.06859
647521	1.724685
647634	2.494025
647699	1.260812
647998	4.481268
648443	2.192067
648665	0.254684
649027	1.121699
649036	2.437781
649516	3.69817
649589	1.371647
649737	3.128336
649742	3.128336
649744	3.128336
649746	3.564633
649754	3.493512
650343	5.522076
650486	5.420726
650630	12.413625
650635	12.538984
650799	3.465395
651071	32.199981
651075	32.199981
651086	32.199981
651088	32.199981
651096	32.199981
651112	32.199981
651152	29.983212
651190	29.983212
651255	29.983212
651257	29.983212
651260	29.983212
651339	17.234045
651367	29.962424
651371	29.962424
651424	29.962424
651426	29.962424
651443	29.962424
651530	26.927149
652314	3.846029
652356	3.846029
652708	16.355735
653037	21.953631
653054	21.953631
653064	21.953631
653112	21.041888
653134	23.531842
653147	24.128543
653148	22.062024
653237	23.135977
653288	23.135977
653291	23.135977
653304	23.135977
653389	23.149516
653612	18.860887
653622	10.617621
653636	7.829007
654041	4.34809
654112	2.96053
654118	3.907839
654971	0.0
655506	1.917317
655635	1.914871
658733	1.772774
659082	1.771105
660259	0.992036
660261	0.874052
660278	-0.043678
661190	0.168971
661204	-0.049494
661471	0.905448
661949	3.063979
662102	6.711306
662356	9.763842
662512	9.364007
662520	8.99072
662752	6.247419
662772	6.247419
662803	7.501273
663720	0.0
664332	0.0
665412	0.0
667011	0.24164
667116	0.675495
667579	0.461847
667955	-0.039189
668858	-0.081969
668953	-0.006098
669469	0.0
670938	0.0
671995	0.024774
672313	4.05464
672373	4.05464
672617	3.721203
673605	0.0
676754	0.147769
676820	2.021265
676835	2.021265
676854	2.021265
676959	1.150558
679071	1.343869
