"","CHR","POSITION","IHS","LOGPVALUE"
"5712","2",29814,NA,NA
"5721","2",29921,NA,NA
"5744","2",30446,NA,NA
"5747","2",30449,NA,NA
"5791","2",30857,NA,NA
"5804","2",30983,NA,NA
"5817","2",31006,NA,NA
"5818","2",31007,NA,NA
"5833","2",31142,NA,NA
"5854","2",31163,NA,NA
"5896","2",31265,NA,NA
"5913","2",31283,NA,NA
"5952","2",31328,NA,NA
"6750","2",36446,NA,NA
"6832","2",36813,NA,NA
"6855","2",37021,NA,NA
"6857","2",37023,NA,NA
"6899","2",37130,NA,NA
"6904","2",37205,NA,NA
"6911","2",37267,NA,NA
"6942","2",37346,NA,NA
"6985","2",37812,NA,NA
"6990","2",37824,NA,NA
"6991","2",37825,NA,NA
"7003","2",37837,NA,NA
"7078","2",38135,NA,NA
"7081","2",38208,NA,NA
"7087","2",38214,NA,NA
"7099","2",38424,NA,NA
"7119","2",38475,NA,NA
"7180","2",38622,NA,NA
"7211","2",38847,NA,NA
"7326","2",39543,-0.647158728870796,0.286065125492251
"7331","2",39705,NA,NA
"7332","2",39720,NA,NA
"7338","2",39744,NA,NA
"7387","2",40058,-0.346154744956192,0.137137603393096
"7402","2",40103,NA,NA
"7434","2",40188,-0.561807995904323,0.240901383201989
"7448","2",40379,-0.0176590011386456,0.00616233723367778
"7485","2",40427,NA,NA
"7487","2",40429,NA,NA
"7513","2",40630,-0.182828209301011,0.068068013607023
"7518","2",40644,-0.182828209301011,0.068068013607023
"7521","2",40652,-0.267848296233702,0.103024237480396
"7540","2",40680,NA,NA
"7561","2",40915,-0.843887373769403,0.399318533772638
"7562","2",40920,-0.843887373769403,0.399318533772638
"7577","2",40966,-0.615616375737661,0.269098478654065
"7599","2",41086,-0.841862156893424,0.398086482934946
"7626","2",41143,-0.355784546316793,0.141461645661295
"7644","2",41188,-0.834592153944924,0.39367520296019
"7715","2",41355,NA,NA
"7721","2",41361,-0.0348087151081441,0.0122299675358889
"7733","2",41378,-0.341905794040191,0.135238744169602
"7743","2",41388,-0.0998143951364007,0.0359801328320868
"7758","2",41413,NA,NA
"7759","2",41414,NA,NA
"7796","2",41488,NA,NA
"7798","2",41493,NA,NA
"7802","2",41505,-0.959087625760397,0.471707431280174
"7862","2",41626,-0.959087625760397,0.471707431280174
"7876","2",41670,NA,NA
"7880","2",41677,-1.03451653782059,0.521585390426233
"7899","2",41727,NA,NA
"11184","2",56684,-0.123866923300975,0.045072500777369
"11318","2",57104,-0.0578762454784181,0.0205211886547054
"12510","2",64192,-0.00512628141793774,0.00177997785671571
"13104","2",67715,-0.399144995669913,0.161285391725571
"13119","2",67795,NA,NA
"13251","2",68321,-0.579303119140651,0.249966532987852
"13252","2",68324,-0.51196646577998,0.215614907104583
"13264","2",68362,-0.255668623951246,0.0978846177893366
"13333","2",68538,0.909760092177337,0.440154341694988
"13422","2",68887,-0.170696720823552,0.0632539714055168
"13438","2",68982,0.36517025856014,0.145703483749912
"13440","2",68984,0.319670816141856,0.125391863796583
"13475","2",69069,-0.167962912265888,0.0621750729349242
"13481","2",69099,NA,NA
"13518","2",69190,0.624201913435227,0.273684473603401
"13536","2",69224,-1.5378543761489,0.906283428328721
"13583","2",69322,0.640084163225236,0.282231430497208
"13600","2",69357,NA,NA
"13616","2",69380,0.621281408340714,0.272121779834126
"13633","2",69432,-0.761024772754417,0.350040177071977
"13699","2",69598,-1.28859066443999,0.704344003764447
"13754","2",69921,-0.121875696482705,0.0443134695999364
"13793","2",70006,-1.43109905613551,0.817009824418819
"13909","2",70252,0.20687772971752,0.0777389979502249
"13912","2",70255,0.162526293783267,0.0600359860463419
"13937","2",70325,NA,NA
"13999","2",70835,NA,NA
"14009","2",70873,-0.04303201362827,0.0151685555761783
"14016","2",70889,1.95917902113977,1.30023314454861
"14085","2",71058,0.00277709183686639,0.00096337562819906
"14102","2",71126,NA,NA
"14186","2",71399,-0.0923141388618424,0.0331787385322095
"14224","2",71470,NA,NA
"14309","2",71946,NA,NA
"14313","2",71984,-0.269225461071863,0.103608176514484
"14370","2",72353,0.625847347652078,0.274566131838965
"14510","2",72673,0.569147836422277,0.24469252265923
"14527","2",72690,0.958202090922703,0.471133589460385
"14535","2",72698,-0.394842641359778,0.159292445835617
"14550","2",72737,-0.394842641359777,0.159292445835617
"14707","2",73116,-0.0485371273637009,0.0171463995745411
"14731","2",73225,1.56778206636556,0.932066616262711
"14803","2",73473,-0.0455843361982665,0.0160844806477533
"14866","2",73619,0.733695280222341,0.334292888942231
"14884","2",73651,1.51314442065488,0.885245681014183
"14915","2",73738,0.449526911159616,0.185052502541998
"14989","2",74005,-0.0914838815512008,0.03286961836713
"15009","2",74056,-0.0914838815512008,0.03286961836713
"15024","2",74248,-0.0998344033591257,0.0359876275089586
"15047","2",74312,-1.19583978856933,0.634963231311553
"15051","2",74316,-0.213434625812889,0.080405260641727
"15105","2",74684,-0.213434625812889,0.0804052606417269
"15345","2",75353,-0.213434625812889,0.0804052606417269
"15913","2",77234,-0.0609803641390864,0.0216483348503086
"15915","2",77242,-0.0609803641390864,0.0216483348503086
